id,user_id,emotion,confidence,timestamp
4762,user5,surprised,0.85,2025-09-12 00:39:59
4765,user38,fear,0.75,2025-09-12 00:41:25
3204,user22,sad,0.81,2025-09-12 00:41:54
4807,user22,sad,0.81,2025-09-12 00:42:19
4629,user20,happy,0.97,2025-09-12 00:43:45
4490,user24,happy,0.96,2025-09-12 00:43:54
3704,user14,angry,0.8,2025-09-12 00:44:38
3472,user8,angry,0.8,2025-09-12 00:46:24
3554,user8,sad,0.74,2025-09-12 00:46:50
3208,user14,fear,0.78,2025-09-12 00:47:24
3551,user41,sad,0.82,2025-09-12 00:51:36
4360,user39,surprised,0.93,2025-09-12 00:52:45
3584,user13,happy,0.87,2025-09-12 00:52:54
3026,user17,sad,0.73,2025-09-12 00:53:25
4870,user43,surprised,0.94,2025-09-12 00:53:51
4890,user13,sad,0.71,2025-09-12 00:54:20
5104,user23,fear,0.69,2025-09-12 00:54:25
4483,user21,sad,0.85,2025-09-12 00:54:39
4734,user7,happy,0.92,2025-09-12 00:54:40
4620,user9,surprised,0.85,2025-09-12 00:55:30
3724,user32,sad,0.87,2025-09-12 00:56:10
4005,user34,sad,0.85,2025-09-12 00:58:06
3847,user38,sad,0.85,2025-09-12 00:58:09
3531,user8,surprised,0.82,2025-09-12 00:58:22
5099,user47,fear,0.77,2025-09-12 00:58:37
3206,user29,fear,0.73,2025-09-12 00:59:48
3933,user25,sad,0.86,2025-09-12 00:59:51
3787,user6,sad,0.77,2025-09-12 01:00:14
4419,user14,happy,0.85,2025-09-12 01:00:18
3698,user20,fear,0.76,2025-09-12 01:00:30
3791,user44,happy,0.94,2025-09-12 01:00:47
3104,user40,surprised,0.88,2025-09-12 01:01:28
3583,user4,sad,0.79,2025-09-12 01:02:08
4441,user41,sad,0.87,2025-09-12 01:02:27
4061,user13,sad,0.79,2025-09-12 01:05:27
3118,user30,sad,0.73,2025-09-12 01:05:44
4078,user30,surprised,0.81,2025-09-12 01:07:45
4052,user39,surprised,0.9,2025-09-12 01:08:00
3960,user50,sad,0.75,2025-09-12 01:08:01
4666,user26,angry,0.84,2025-09-12 01:08:37
5028,user32,angry,0.82,2025-09-12 01:09:30
4271,user41,surprised,0.88,2025-09-12 01:09:54
4253,user25,sad,0.87,2025-09-12 01:11:33
4055,user23,sad,0.84,2025-09-12 01:12:24
4914,user25,surprised,0.92,2025-09-12 01:13:50
4737,user23,surprised,0.82,2025-09-12 01:14:08
3121,user19,surprised,0.81,2025-09-12 01:14:55
3598,user40,happy,0.92,2025-09-12 01:15:34
3369,user32,happy,0.87,2025-09-12 01:15:35
4753,user2,fear,0.66,2025-09-12 01:15:43
4840,user41,happy,0.95,2025-09-12 01:17:25
3322,user23,surprised,0.85,2025-09-12 01:18:30
3236,user48,sad,0.8,2025-09-12 01:20:37
3987,user2,happy,0.94,2025-09-12 01:20:42
3603,user5,surprised,0.93,2025-09-12 01:21:15
3031,user7,sad,0.73,2025-09-12 01:21:35
3375,user4,happy,0.95,2025-09-12 01:21:43
3073,user44,sad,0.84,2025-09-12 01:22:47
4461,user26,fear,0.69,2025-09-12 01:23:50
4486,user21,happy,0.9,2025-09-12 01:24:34
3134,user37,happy,0.88,2025-09-12 01:25:54
4708,user6,sad,0.83,2025-09-12 01:27:50
3486,user29,surprised,0.83,2025-09-12 01:27:53
3974,user13,sad,0.71,2025-09-12 01:29:22
3062,user49,sad,0.79,2025-09-12 01:29:32
3997,user43,sad,0.74,2025-09-12 01:30:03
4581,user44,sad,0.8,2025-09-12 01:31:44
3694,user21,sad,0.85,2025-09-12 01:33:47
5092,user18,angry,0.85,2025-09-12 01:34:21
3864,user5,angry,0.83,2025-09-12 01:34:59
5132,user3,sad,0.8,2025-09-12 01:35:52
3101,user30,fear,0.75,2025-09-12 01:36:06
3272,user3,surprised,0.82,2025-09-12 01:36:26
4547,user17,sad,0.79,2025-09-12 01:37:01
4318,user22,surprised,0.91,2025-09-12 01:37:39
3266,user16,surprised,0.82,2025-09-12 01:37:40
4434,user35,angry,0.78,2025-09-12 01:37:52
5061,user32,happy,0.94,2025-09-12 01:37:56
4341,user13,sad,0.74,2025-09-12 01:38:00
3878,user15,angry,0.76,2025-09-12 01:39:53
3633,user19,happy,0.86,2025-09-12 01:40:03
4596,user33,fear,0.79,2025-09-12 01:40:29
3874,user38,angry,0.79,2025-09-12 01:41:15
4387,user32,surprised,0.89,2025-09-12 01:41:19
3977,user12,surprised,0.84,2025-09-12 01:41:27
4730,user31,fear,0.74,2025-09-12 01:41:39
5009,user48,sad,0.82,2025-09-12 01:41:39
3300,user9,surprised,0.92,2025-09-12 01:43:30
4116,user12,fear,0.67,2025-09-12 01:43:56
3392,user11,fear,0.67,2025-09-12 01:44:08
3867,user34,surprised,0.92,2025-09-12 01:44:41
5121,user26,sad,0.75,2025-09-12 01:44:48
4938,user49,sad,0.87,2025-09-12 01:45:20
3550,user45,surprised,0.9,2025-09-12 01:46:14
3640,user19,surprised,0.91,2025-09-12 01:46:38
4972,user18,angry,0.83,2025-09-12 01:46:46
4658,user46,happy,0.87,2025-09-12 01:47:17
4305,user8,surprised,0.86,2025-09-12 01:47:35
4227,user31,sad,0.85,2025-09-12 01:47:55
3125,user39,sad,0.88,2025-09-12 01:48:43
4785,user44,surprised,0.93,2025-09-12 01:48:55
4161,user8,surprised,0.82,2025-09-12 01:50:09
3254,user34,sad,0.81,2025-09-12 01:50:14
4270,user32,surprised,0.91,2025-09-12 01:50:19
3667,user12,surprised,0.93,2025-09-12 01:50:43
3454,user19,sad,0.86,2025-09-12 01:51:15
3718,user11,angry,0.89,2025-09-12 01:52:18
5027,user23,happy,0.97,2025-09-12 01:52:19
3985,user50,surprised,0.93,2025-09-12 01:52:47
3604,user27,sad,0.84,2025-09-12 01:52:52
3995,user15,sad,0.71,2025-09-12 01:52:58
3994,user18,sad,0.77,2025-09-12 01:54:09
3480,user47,happy,0.97,2025-09-12 01:54:11
3397,user8,surprised,0.93,2025-09-12 01:54:41
4565,user47,angry,0.89,2025-09-12 01:54:43
5049,user19,sad,0.73,2025-09-12 01:55:21
4042,user4,angry,0.87,2025-09-12 01:56:36
3220,user4,happy,0.93,2025-09-12 01:57:32
5077,user32,surprised,0.85,2025-09-12 01:58:19
4511,user22,surprised,0.9,2025-09-12 01:58:37
4037,user14,angry,0.85,2025-09-12 01:59:06
3597,user22,angry,0.78,2025-09-12 01:59:22
5020,user44,fear,0.64,2025-09-12 01:59:44
5040,user36,angry,0.82,2025-09-12 01:59:51
5106,user47,surprised,0.87,2025-09-12 02:00:21
3229,user9,angry,0.81,2025-09-12 02:00:49
5081,user14,happy,0.95,2025-09-12 02:01:07
3263,user39,sad,0.85,2025-09-12 02:02:14
4081,user3,sad,0.85,2025-09-12 02:03:46
4956,user23,sad,0.74,2025-09-12 02:04:20
3321,user38,happy,0.9,2025-09-12 02:04:33
4716,user50,sad,0.82,2025-09-12 02:04:55
5137,user28,surprised,0.92,2025-09-12 02:05:02
3310,user26,fear,0.75,2025-09-12 02:05:09
4144,user44,sad,0.76,2025-09-12 02:06:47
5048,user14,sad,0.78,2025-09-12 02:08:22
3512,user40,surprised,0.88,2025-09-12 02:10:17
3481,user49,fear,0.65,2025-09-12 02:11:31
3079,user21,sad,0.87,2025-09-12 02:11:59
4697,user10,angry,0.77,2025-09-12 02:12:48
3843,user35,surprised,0.93,2025-09-12 02:13:56
3298,user47,sad,0.79,2025-09-12 02:14:34
4650,user17,fear,0.72,2025-09-12 02:16:31
4865,user34,sad,0.79,2025-09-12 02:16:44
4701,user9,fear,0.8,2025-09-12 02:18:11
5131,user3,fear,0.72,2025-09-12 02:19:11
3018,user38,angry,0.81,2025-09-12 02:19:30
3728,user27,sad,0.87,2025-09-12 02:21:14
4833,user12,surprised,0.91,2025-09-12 02:22:29
4804,user39,surprised,0.94,2025-09-12 02:22:39
3689,user2,happy,0.9,2025-09-12 02:22:51
4806,user46,surprised,0.83,2025-09-12 02:23:00
3468,user10,fear,0.7,2025-09-12 02:23:03
4198,user30,sad,0.83,2025-09-12 02:23:06
4653,user25,fear,0.75,2025-09-12 02:23:18
3570,user14,happy,0.88,2025-09-12 02:23:22
3659,user14,surprised,0.95,2025-09-12 02:24:35
4754,user2,fear,0.73,2025-09-12 02:24:52
4436,user33,sad,0.8,2025-09-12 02:25:21
3769,user45,sad,0.74,2025-09-12 02:25:32
3544,user34,fear,0.68,2025-09-12 02:26:08
4191,user6,angry,0.88,2025-09-12 02:27:21
3492,user29,angry,0.84,2025-09-12 02:28:22
4092,user44,happy,0.87,2025-09-12 02:29:20
3474,user42,surprised,0.94,2025-09-12 02:30:53
3213,user1,angry,0.76,2025-09-12 02:32:39
3743,user2,surprised,0.83,2025-09-12 02:32:40
4134,user13,sad,0.84,2025-09-12 02:32:49
4308,user27,surprised,0.83,2025-09-12 02:32:57
3077,user12,angry,0.81,2025-09-12 02:33:18
4967,user50,sad,0.77,2025-09-12 02:33:44
4395,user19,surprised,0.91,2025-09-12 02:33:54
3820,user42,surprised,0.8,2025-09-12 02:34:13
4572,user4,surprised,0.89,2025-09-12 02:34:25
4249,user28,fear,0.67,2025-09-12 02:34:26
4142,user22,surprised,0.86,2025-09-12 02:40:13
4844,user15,surprised,0.91,2025-09-12 02:40:26
3198,user47,angry,0.77,2025-09-12 02:40:34
4024,user40,surprised,0.82,2025-09-12 02:42:09
3822,user41,angry,0.82,2025-09-12 02:44:06
3441,user6,sad,0.77,2025-09-12 02:44:56
5068,user12,sad,0.76,2025-09-12 02:47:02
4599,user27,surprised,0.95,2025-09-12 02:47:07
3781,user18,surprised,0.81,2025-09-12 02:48:31
5090,user36,sad,0.86,2025-09-12 02:48:50
3408,user4,happy,0.95,2025-09-12 02:49:48
3227,user38,happy,0.87,2025-09-12 02:50:29
4709,user7,surprised,0.84,2025-09-12 02:51:11
3327,user48,sad,0.81,2025-09-12 02:51:49
4472,user20,fear,0.62,2025-09-12 02:52:04
3422,user14,sad,0.73,2025-09-12 02:53:03
3056,user48,fear,0.65,2025-09-12 02:53:47
3365,user27,angry,0.84,2025-09-12 02:55:06
4961,user38,surprised,0.84,2025-09-12 02:55:44
3625,user8,surprised,0.91,2025-09-12 02:56:40
3200,user10,fear,0.72,2025-09-12 02:57:40
4159,user21,angry,0.82,2025-09-12 02:58:06
4503,user2,happy,0.98,2025-09-12 02:58:33
3366,user46,surprised,0.87,2025-09-12 02:58:47
3890,user5,happy,0.88,2025-09-12 03:01:06
4725,user31,fear,0.68,2025-09-12 03:01:35
4364,user19,sad,0.73,2025-09-12 03:03:11
3915,user22,sad,0.87,2025-09-12 03:03:44
3582,user20,angry,0.83,2025-09-12 03:03:57
3479,user48,sad,0.73,2025-09-12 03:04:51
3623,user42,sad,0.83,2025-09-12 03:04:57
3955,user18,sad,0.7,2025-09-12 03:07:00
3939,user38,surprised,0.83,2025-09-12 03:08:15
3927,user33,fear,0.72,2025-09-12 03:08:45
3913,user22,sad,0.78,2025-09-12 03:09:52
3735,user21,surprised,0.8,2025-09-12 03:10:45
4872,user3,sad,0.73,2025-09-12 03:10:53
3136,user49,sad,0.82,2025-09-12 03:11:08
4579,user49,sad,0.77,2025-09-12 03:11:18
3064,user34,fear,0.61,2025-09-12 03:12:02
4673,user23,sad,0.72,2025-09-12 03:12:43
4926,user18,surprised,0.85,2025-09-12 03:12:53
5149,user44,surprised,0.9,2025-09-12 03:14:01
3176,user41,sad,0.71,2025-09-12 03:14:19
4362,user5,surprised,0.83,2025-09-12 03:14:25
3116,user2,happy,0.87,2025-09-12 03:14:32
4248,user15,sad,0.85,2025-09-12 03:15:29
4296,user45,happy,0.87,2025-09-12 03:16:08
3630,user42,surprised,0.85,2025-09-12 03:17:00
4231,user12,sad,0.81,2025-09-12 03:17:31
4672,user3,surprised,0.89,2025-09-12 03:17:49
4942,user17,angry,0.9,2025-09-12 03:18:01
5069,user27,sad,0.8,2025-09-12 03:18:42
3225,user47,angry,0.81,2025-09-12 03:18:58
3368,user49,fear,0.62,2025-09-12 03:19:00
3622,user40,fear,0.78,2025-09-12 03:20:12
4994,user22,happy,0.92,2025-09-12 03:20:27
4118,user32,surprised,0.91,2025-09-12 03:20:27
4331,user6,sad,0.78,2025-09-12 03:20:59
3862,user4,fear,0.71,2025-09-12 03:21:03
4965,user33,sad,0.82,2025-09-12 03:22:12
3703,user14,surprised,0.94,2025-09-12 03:22:47
3871,user5,surprised,0.88,2025-09-12 03:22:56
3336,user33,happy,0.94,2025-09-12 03:23:05
3761,user8,sad,0.84,2025-09-12 03:23:24
4361,user40,sad,0.88,2025-09-12 03:23:30
4679,user9,angry,0.76,2025-09-12 03:23:36
5139,user32,sad,0.8,2025-09-12 03:23:39
4722,user11,sad,0.82,2025-09-12 03:24:26
3112,user26,happy,0.88,2025-09-12 03:27:36
3739,user50,sad,0.83,2025-09-12 03:27:53
3498,user13,sad,0.79,2025-09-12 03:27:53
3402,user48,sad,0.84,2025-09-12 03:28:05
3313,user15,sad,0.86,2025-09-12 03:28:47
4585,user7,sad,0.77,2025-09-12 03:29:24
4846,user1,sad,0.82,2025-09-12 03:29:39
5113,user20,sad,0.81,2025-09-12 03:29:43
4828,user27,surprised,0.86,2025-09-12 03:30:14
4230,user5,fear,0.64,2025-09-12 03:31:30
3218,user4,sad,0.88,2025-09-12 03:31:33
5036,user27,fear,0.6,2025-09-12 03:32:53
4569,user30,sad,0.79,2025-09-12 03:33:43
4090,user6,sad,0.73,2025-09-12 03:33:44
5142,user1,surprised,0.9,2025-09-12 03:34:55
4232,user5,angry,0.83,2025-09-12 03:35:05
4826,user22,angry,0.79,2025-09-12 03:35:42
4393,user43,surprised,0.88,2025-09-12 03:35:49
4861,user11,sad,0.74,2025-09-12 03:36:04
4892,user41,surprised,0.89,2025-09-12 03:36:52
5122,user28,fear,0.73,2025-09-12 03:37:08
4153,user10,surprised,0.83,2025-09-12 03:39:03
3736,user9,happy,0.96,2025-09-12 03:39:46
4780,user44,sad,0.77,2025-09-12 03:40:50
3201,user9,angry,0.76,2025-09-12 03:40:56
4538,user20,fear,0.76,2025-09-12 03:41:48
4873,user48,surprised,0.89,2025-09-12 03:41:55
4258,user20,fear,0.64,2025-09-12 03:43:50
4022,user44,sad,0.84,2025-09-12 03:44:46
3138,user26,angry,0.77,2025-09-12 03:45:03
4126,user23,happy,0.92,2025-09-12 03:45:23
3358,user4,sad,0.86,2025-09-12 03:45:42
4741,user40,surprised,0.94,2025-09-12 03:46:25
4930,user31,surprised,0.91,2025-09-12 03:46:32
4137,user44,sad,0.8,2025-09-12 03:47:04
4944,user33,surprised,0.94,2025-09-12 03:48:07
5146,user2,sad,0.81,2025-09-12 03:48:35
3588,user11,sad,0.76,2025-09-12 03:49:25
4158,user10,happy,0.96,2025-09-12 03:50:01
4366,user22,sad,0.72,2025-09-12 03:50:04
4429,user20,sad,0.85,2025-09-12 03:50:28
3942,user35,sad,0.78,2025-09-12 03:50:31
3914,user20,happy,0.9,2025-09-12 03:50:33
3705,user25,sad,0.84,2025-09-12 03:51:04
3800,user9,surprised,0.85,2025-09-12 03:51:50
4640,user20,surprised,0.95,2025-09-12 03:52:13
4157,user8,angry,0.79,2025-09-12 03:52:58
4174,user32,surprised,0.9,2025-09-12 03:53:58
4876,user13,sad,0.77,2025-09-12 03:54:25
4504,user22,angry,0.82,2025-09-12 03:54:37
3195,user44,fear,0.7,2025-09-12 03:54:39
3730,user12,sad,0.85,2025-09-12 03:54:41
3084,user19,happy,0.91,2025-09-12 03:55:04
3500,user24,sad,0.78,2025-09-12 03:55:44
3080,user26,surprised,0.88,2025-09-12 03:56:47
4969,user33,fear,0.77,2025-09-12 03:57:06
4980,user9,sad,0.83,2025-09-12 03:57:22
3252,user47,fear,0.69,2025-09-12 03:57:51
5005,user7,sad,0.83,2025-09-12 03:58:20
3829,user3,surprised,0.81,2025-09-12 03:59:12
3548,user20,happy,0.95,2025-09-12 03:59:21
3312,user21,happy,0.97,2025-09-12 03:59:26
5151,user33,surprised,0.87,2025-09-12 04:00:17
4117,user26,sad,0.81,2025-09-12 04:00:29
3289,user2,sad,0.86,2025-09-12 04:00:34
3302,user32,sad,0.71,2025-09-12 04:02:33
3542,user46,sad,0.81,2025-09-12 04:02:39
4544,user8,sad,0.7,2025-09-12 04:02:40
4611,user9,fear,0.66,2025-09-12 04:03:52
3692,user48,surprised,0.84,2025-09-12 04:05:22
4397,user33,surprised,0.93,2025-09-12 04:05:58
3042,user25,sad,0.82,2025-09-12 04:07:00
4443,user14,fear,0.74,2025-09-12 04:07:56
4368,user31,angry,0.76,2025-09-12 04:09:23
3186,user29,happy,0.95,2025-09-12 04:09:24
3688,user24,surprised,0.81,2025-09-12 04:09:27
4985,user45,sad,0.84,2025-09-12 04:10:06
3146,user10,angry,0.88,2025-09-12 04:10:40
4128,user3,sad,0.84,2025-09-12 04:10:57
3382,user37,sad,0.8,2025-09-12 04:11:59
4726,user19,sad,0.73,2025-09-12 04:12:33
4084,user49,sad,0.76,2025-09-12 04:13:18
5153,user23,fear,0.68,2025-09-12 04:15:32
3158,user24,surprised,0.89,2025-09-12 04:16:03
4727,user33,sad,0.72,2025-09-12 04:16:12
3360,user3,happy,0.95,2025-09-12 04:16:57
3499,user11,sad,0.85,2025-09-12 04:17:07
4981,user25,fear,0.64,2025-09-12 04:17:55
4034,user37,surprised,0.9,2025-09-12 04:18:32
3776,user24,happy,0.96,2025-09-12 04:19:03
4559,user30,angry,0.83,2025-09-12 04:20:12
5110,user39,sad,0.76,2025-09-12 04:20:14
4602,user14,angry,0.84,2025-09-12 04:20:40
5134,user40,happy,0.88,2025-09-12 04:20:44
4800,user35,surprised,0.85,2025-09-12 04:20:59
3005,user9,sad,0.72,2025-09-12 04:21:16
3371,user32,happy,0.98,2025-09-12 04:21:25
5094,user6,sad,0.87,2025-09-12 04:21:31
4349,user21,surprised,0.95,2025-09-12 04:22:23
4300,user27,sad,0.78,2025-09-12 04:22:50
4352,user22,fear,0.72,2025-09-12 04:24:56
3744,user28,angry,0.84,2025-09-12 04:25:21
4348,user20,angry,0.77,2025-09-12 04:25:26
4391,user36,surprised,0.95,2025-09-12 04:26:26
3319,user14,sad,0.76,2025-09-12 04:28:20
5062,user43,happy,0.95,2025-09-12 04:28:57
3234,user38,sad,0.74,2025-09-12 04:29:20
3887,user31,happy,0.9,2025-09-12 04:29:34
5004,user32,sad,0.8,2025-09-12 04:29:42
3884,user3,surprised,0.9,2025-09-12 04:29:47
3463,user50,fear,0.74,2025-09-12 04:30:10
3388,user38,surprised,0.86,2025-09-12 04:31:17
4171,user48,sad,0.8,2025-09-12 04:31:29
4215,user21,fear,0.76,2025-09-12 04:31:48
4604,user32,sad,0.73,2025-09-12 04:32:18
3503,user19,fear,0.65,2025-09-12 04:34:28
5011,user19,happy,0.94,2025-09-12 04:34:55
4425,user24,angry,0.78,2025-09-12 04:35:00
4922,user33,angry,0.76,2025-09-12 04:35:54
4853,user26,sad,0.84,2025-09-12 04:37:08
4141,user12,surprised,0.89,2025-09-12 04:37:28
3091,user36,sad,0.88,2025-09-12 04:37:54
4775,user14,surprised,0.94,2025-09-12 04:38:05
3680,user27,sad,0.71,2025-09-12 04:39:21
3533,user48,sad,0.81,2025-09-12 04:39:31
4790,user46,surprised,0.94,2025-09-12 04:39:48
3967,user30,sad,0.74,2025-09-12 04:40:20
5037,user49,surprised,0.84,2025-09-12 04:40:48
4641,user35,sad,0.71,2025-09-12 04:40:51
3830,user17,sad,0.73,2025-09-12 04:42:11
3214,user34,sad,0.77,2025-09-12 04:42:11
3907,user4,sad,0.72,2025-09-12 04:42:38
3423,user7,angry,0.83,2025-09-12 04:42:45
4693,user32,happy,0.96,2025-09-12 04:43:21
5002,user30,surprised,0.81,2025-09-12 04:43:51
4958,user9,surprised,0.87,2025-09-12 04:44:37
3173,user12,sad,0.83,2025-09-12 04:46:45
4534,user47,surprised,0.88,2025-09-12 04:47:08
4895,user38,angry,0.84,2025-09-12 04:47:44
4424,user17,surprised,0.91,2025-09-12 04:49:09
3812,user12,happy,0.9,2025-09-12 04:49:28
5065,user30,surprised,0.82,2025-09-12 04:50:19
3756,user44,angry,0.89,2025-09-12 04:50:33
3188,user42,fear,0.61,2025-09-12 04:50:36
3343,user42,surprised,0.94,2025-09-12 04:50:52
4485,user21,sad,0.73,2025-09-12 04:53:14
4380,user32,fear,0.75,2025-09-12 04:53:32
4210,user15,surprised,0.91,2025-09-12 04:53:44
3586,user29,surprised,0.84,2025-09-12 04:53:53
3981,user37,angry,0.85,2025-09-12 04:54:26
4699,user17,sad,0.84,2025-09-12 04:55:10
3685,user4,fear,0.63,2025-09-12 04:55:52
5124,user37,angry,0.76,2025-09-12 04:56:04
4738,user36,angry,0.89,2025-09-12 04:56:11
4068,user26,surprised,0.85,2025-09-12 04:56:18
3527,user17,sad,0.83,2025-09-12 04:56:23
4715,user9,surprised,0.95,2025-09-12 04:56:25
4405,user49,sad,0.87,2025-09-12 04:56:45
4298,user6,surprised,0.84,2025-09-12 04:57:18
4883,user22,fear,0.67,2025-09-12 04:57:51
3650,user11,sad,0.79,2025-09-12 04:58:27
5138,user21,sad,0.79,2025-09-12 04:58:34
3529,user21,surprised,0.93,2025-09-12 04:59:16
3855,user13,surprised,0.91,2025-09-12 05:00:13
4801,user31,angry,0.77,2025-09-12 05:00:39
4294,user48,happy,0.9,2025-09-12 05:01:58
4829,user4,sad,0.72,2025-09-12 05:02:15
4524,user16,fear,0.62,2025-09-12 05:02:20
3067,user22,sad,0.83,2025-09-12 05:02:55
3966,user33,sad,0.79,2025-09-12 05:03:58
3816,user4,surprised,0.93,2025-09-12 05:04:11
4418,user32,sad,0.75,2025-09-12 05:04:12
3663,user27,angry,0.77,2025-09-12 05:04:21
3434,user17,surprised,0.84,2025-09-12 05:04:53
3231,user6,angry,0.85,2025-09-12 05:05:10
4030,user47,surprised,0.83,2025-09-12 05:06:45
4928,user14,fear,0.64,2025-09-12 05:07:51
5127,user34,surprised,0.92,2025-09-12 05:08:48
4498,user44,surprised,0.91,2025-09-12 05:10:16
3351,user41,sad,0.75,2025-09-12 05:10:16
3385,user10,happy,0.94,2025-09-12 05:10:41
3211,user22,happy,0.98,2025-09-12 05:12:06
5003,user16,surprised,0.84,2025-09-12 05:13:33
4515,user15,surprised,0.88,2025-09-12 05:14:06
3899,user16,surprised,0.86,2025-09-12 05:14:17
3746,user4,surprised,0.94,2025-09-12 05:14:32
4674,user39,sad,0.85,2025-09-12 05:14:40
5114,user3,happy,0.92,2025-09-12 05:15:09
3424,user27,sad,0.84,2025-09-12 05:15:42
3537,user28,happy,0.86,2025-09-12 05:16:08
3459,user45,angry,0.87,2025-09-12 05:16:13
3600,user3,happy,0.94,2025-09-12 05:17:14
3916,user22,sad,0.86,2025-09-12 05:17:14
4808,user17,sad,0.82,2025-09-12 05:17:40
3110,user29,angry,0.86,2025-09-12 05:18:26
4457,user38,fear,0.72,2025-09-12 05:18:33
4519,user47,surprised,0.9,2025-09-12 05:19:14
3727,user28,surprised,0.9,2025-09-12 05:19:32
4732,user28,sad,0.88,2025-09-12 05:20:07
3147,user49,sad,0.75,2025-09-12 05:20:13
3299,user45,surprised,0.91,2025-09-12 05:20:14
3811,user9,sad,0.79,2025-09-12 05:20:14
3860,user18,sad,0.85,2025-09-12 05:21:27
4260,user13,sad,0.79,2025-09-12 05:21:45
4707,user35,surprised,0.8,2025-09-12 05:21:57
4346,user36,sad,0.72,2025-09-12 05:25:14
4056,user14,angry,0.89,2025-09-12 05:25:23
3651,user23,sad,0.71,2025-09-12 05:25:43
3552,user47,sad,0.78,2025-09-12 05:26:41
3224,user23,sad,0.86,2025-09-12 05:28:30
4454,user33,happy,0.87,2025-09-12 05:31:15
3815,user21,surprised,0.89,2025-09-12 05:32:56
3775,user23,fear,0.76,2025-09-12 05:34:18
4018,user15,sad,0.74,2025-09-12 05:34:18
3016,user25,happy,0.94,2025-09-12 05:34:45
3772,user36,sad,0.81,2025-09-12 05:35:19
3646,user23,sad,0.79,2025-09-12 05:35:38
3805,user30,fear,0.78,2025-09-12 05:37:27
4740,user39,sad,0.87,2025-09-12 05:39:45
4347,user7,angry,0.86,2025-09-12 05:39:54
3587,user42,sad,0.75,2025-09-12 05:41:24
4072,user2,sad,0.78,2025-09-12 05:41:50
3415,user3,angry,0.89,2025-09-12 05:42:59
4336,user39,surprised,0.91,2025-09-12 05:43:19
3872,user41,surprised,0.83,2025-09-12 05:43:28
3861,user16,surprised,0.95,2025-09-12 05:44:10
4513,user38,sad,0.83,2025-09-12 05:44:10
4570,user23,surprised,0.88,2025-09-12 05:44:22
4445,user39,sad,0.78,2025-09-12 05:44:44
